Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
ACSL4	LACS4	FACL4	ENSG00000068366
ACSL4	LACS4	MRX63	ENSG00000068366
ACSL4	LACS4	MRX68	ENSG00000068366
ACSL5	ACS5	FACL5	ENSG00000197142
ACSL5	ACS2	FACL5	ENSG00000197142
ACSL6	KIAA0837	FACL6	ENSG00000164398
ACSL6	ACS2	FACL6	ENSG00000164398
ACSL6	LACS5	FACL6	ENSG00000164398
ACSL6	LACS2	FACL6	ENSG00000164398
ACSL6-AS1			ENSG00000223548
ACSM1	MACS1	BUCS1	ENSG00000166743
ACSM2A	A-923A4.1	ACSM2	ENSG00000183747
ACSM2A	MGC150530	ACSM2	ENSG00000183747
ACSM2B	HXMA	ACSM2	ENSG00000066813
ACSM2B	HYST1046	ACSM2	ENSG00000066813
ACSM3	SA	SAH	ENSG00000005187
ACSM4			ENSG00000215009
ACSM5	FLJ20581		ENSG00000183549
ACSM5P1			ENSG00000260762
ACSM6	bA310E22.3	C10orf129	ENSG00000173124
ACSS1	dJ568C11.3	ACAS2L	ENSG00000154930
ACSS1	AceCS2L	ACAS2L	ENSG00000154930
ACSS1	MGC33843	ACAS2L	ENSG00000154930
ACSS2	ACS	ACAS2	ENSG00000131069
ACSS2	ACSA	ACAS2	ENSG00000131069
ACSS2	AceCS	ACAS2	ENSG00000131069
ACSS2	dJ1161H23.1	ACAS2	ENSG00000131069
ACSS3	FLJ21963		ENSG00000111058
ACSS3-AS1			ENSG00000258026
ACTA1	NEM3	ACTA	ENSG00000143632
ACTA2	ACTSA		ENSG00000107796
ACTA2-AS1	uc001kfo.1		ENSG00000180139
ACTA2-AS1	ZXF1		ENSG00000180139
ACTA2-AS1	UC001kfo		ENSG00000180139
ACTB			ENSG00000075624
ACTBL2	DKFZp686D0972		ENSG00000169067
ACTBP1			ENSG00000229145
ACTBP2			ENSG00000213763
ACTBP3
ACTBP4			ENSG00000286676
ACTBP5
ACTBP6			ENSG00000203413
ACTBP7			ENSG00000185607
ACTBP8	ACTBP2		ENSG00000220267
ACTBP9			ENSG00000266920
ACTBP10
ACTBP11			ENSG00000188460
ACTBP12		ACTGP5	ENSG00000233125
ACTBP14			ENSG00000229001
ACTBP15			ENSG00000213857
ACTBP16			ENSG00000241473
ACTC1	CMD1R	ACTC	ENSG00000159251
ACTE1P			ENSG00000172900
ACTG1		ACTG	ENSG00000184009
ACTG1		DFNA20	ENSG00000184009
ACTG1		DFNA26	ENSG00000184009
ACTG1P1		ACTGP1	ENSG00000178631
ACTG1P1		ACT1GP1	ENSG00000178631
ACTG1P2		ACTL2	ENSG00000229129
ACTG1P2		ACTGP2	ENSG00000229129
ACTG1P3		ACTGP3	ENSG00000215388
ACTG1P4		ACTGP4	ENSG00000236085
ACTG1P6		ACTGP6
ACTG1P7		ACTGP7
ACTG1P8		ACTGP8
ACTG1P9		ACTGP9	ENSG00000229349
ACTG1P10		ACTL1	ENSG00000231340
ACTG1P10		ACTGP10	ENSG00000231340
ACTG1P11			ENSG00000229465
ACTG1P12			ENSG00000226642
ACTG1P13			ENSG00000241305
ACTG1P14			ENSG00000230581
ACTG1P15			ENSG00000259904
ACTG1P16			ENSG00000260298
ACTG1P17			ENSG00000259315
ACTG1P18			ENSG00000218475
ACTG1P19			ENSG00000237999
ACTG1P20			ENSG00000241547
ACTG1P21			ENSG00000232672
ACTG1P22			ENSG00000271615
ACTG1P23			ENSG00000230362
ACTG1P24		POTENP	ENSG00000226359
ACTG1P25	AGPG		ENSG00000234996
ACTG2	ACTSG	ACTL3	ENSG00000163017
ACTG2	ACTSG	ACTA3	ENSG00000163017
ACTL4
ACTL5	ACTFIB
ACTL6A	Actl6		ENSG00000136518
ACTL6A	BAF53A		ENSG00000136518
ACTL6A	Arp4		ENSG00000136518
ACTL6A	Baf53a		ENSG00000136518
ACTL6A	INO80K		ENSG00000136518
ACTL6A	SMARCN1		ENSG00000136518
ACTL6B	BAF53B	ACTL6	ENSG00000077080
ACTL6B	SMARCN2	ACTL6	ENSG00000077080
ACTL7A			ENSG00000187003
ACTL7B	Tact1		ENSG00000148156
ACTL8	CT57		ENSG00000117148
ACTL9	MGC33407		ENSG00000181786
ACTL10		C20orf134	ENSG00000288649
ACTL11P		ACTBP13	ENSG00000234667
ACTMAP	FLJ41131	C19orf54	ENSG00000188493
ACTN1			ENSG00000072110
ACTN1-DT		C14orf84	ENSG00000259062
ACTN1-DT		ACTN1-AS1	ENSG00000259062
ACTN2			ENSG00000077522
ACTN3			ENSG00000248746
ACTN3-AS1			ENSG00000250105
ACTN4		FSGS1	ENSG00000130402
ACTN4P1			ENSG00000213493
ACTN4P2			ENSG00000214141
ACTP1			ENSG00000229890
ACTR1A	ARP1		ENSG00000138107
ACTR1A	Arp1A		ENSG00000138107
ACTR1AP1			ENSG00000233370
ACTR1B	Arp1B	CTRN2	ENSG00000115073
ACTR2	ARP2		ENSG00000138071
ACTR2P1			ENSG00000224334
ACTR2P2			ENSG00000213985
ACTR3	ARP3		ENSG00000115091
ACTR3-AS1	AC104653.1		ENSG00000228857
ACTR3B	ARP11		ENSG00000133627
ACTR3B	ARP3beta		ENSG00000133627
ACTR3BP1			ENSG00000270242
ACTR3BP2	FKSG73		ENSG00000226481
ACTR3BP3			ENSG00000260327
ACTR3BP4			ENSG00000249283
ACTR3BP5			ENSG00000227264
ACTR3BP6			ENSG00000280263
ACTR3BP7			ENSG00000226444
ACTR3C	ARP11		ENSG00000106526
ACTR3P1
ACTR3P2			ENSG00000232267
ACTR3P3			ENSG00000242573
ACTR5	FLJ12785		ENSG00000101442
ACTR5	Arp5		ENSG00000101442
ACTR5	INO80M		ENSG00000101442
ACTR6	ARP6		ENSG00000075089
ACTR6	FLJ13433		ENSG00000075089
ACTR6P1			ENSG00000248915
ACTR8	INO80N		ENSG00000113812
ACTR8	ARP8		ENSG00000113812
ACTR10	HARP11		ENSG00000131966
ACTR10	ACTR11		ENSG00000131966
ACTR10	Arp11		ENSG00000131966
ACTR10	Arp10		ENSG00000131966
ACTRT1	AIP1		ENSG00000123165
ACTRT1	KIAA0705		ENSG00000123165
ACTRT1	ARIP1		ENSG00000123165
ACTRT1	Arp-T1		ENSG00000123165
ACTRT1P1			ENSG00000235239
ACTRT2	Arp-T2		ENSG00000169717
ACTRT2	ARPM2		ENSG00000169717
ACTRT2	FLJ25424		ENSG00000169717
ACTRT3	ARPM1		ENSG00000184378
ACVR1	SKR1	ACVRLK2	ENSG00000115170
ACVR1	ALK2	ACVRLK2	ENSG00000115170
ACVR1	ACVR1A	ACVRLK2	ENSG00000115170
ACVR1B	ALK4	ACVRLK4	ENSG00000135503
ACVR1B	SKR2	ACVRLK4	ENSG00000135503
ACVR1B	ActRIB	ACVRLK4	ENSG00000135503
ACVR1C	ALK7		ENSG00000123612
ACVR1C	ACVRLK7		ENSG00000123612
ACVR2A	ACTRII	ACVR2	ENSG00000121989
ACVR2B	ActR-IIB		ENSG00000114739
ACVR2B-AS1			ENSG00000229589
ACVRL1	HHT2	ACVRLK1	ENSG00000139567
ACVRL1	HHT2	ORW2	ENSG00000139567
ACVRL1	ALK1	ACVRLK1	ENSG00000139567
ACVRL1	ALK1	ORW2	ENSG00000139567
ACVRL1	HHT	ACVRLK1	ENSG00000139567
ACVRL1	HHT	ORW2	ENSG00000139567
ACY1			ENSG00000243989
ACY3	HCBP1		ENSG00000132744
ACY3	MGC9740		ENSG00000132744
ACY3	ACY-3		ENSG00000132744
ACY3	ASPA2		ENSG00000132744
ACYP1			ENSG00000119640
ACYP2			ENSG00000170634
AD5
ADA	ADA1		ENSG00000196839
ADA2	ADGF	IDGFL	ENSG00000093072
ADA2	ADGF	CECR1	ENSG00000093072
ADAD1	Tenr		ENSG00000164113
ADAD1P1			ENSG00000270367
ADAD1P2			ENSG00000267511
ADAD2	TENRL		ENSG00000140955
ADAD2	FLJ00337		ENSG00000140955
ADAM1A	FTNAP	ADAM1	ENSG00000229186
ADAM1A	PH-30a	ADAM1	ENSG00000229186
ADAM1A	Ftna	ADAM1	ENSG00000229186
ADAM1A	ADAM1P	ADAM1	ENSG00000229186
ADAM1B			ENSG00000226469
ADAM2	PH-30b	FTNB	ENSG00000104755
ADAM2	PH30	FTNB	ENSG00000104755
ADAM2	CT15	FTNB	ENSG00000104755
ADAM3A	ADAM3	CYRN1	ENSG00000197475
ADAM3A	tMDCI	CYRN1	ENSG00000197475
ADAM3B		CYRN2	ENSG00000260089
ADAM5	tMDCII	ADAM5P	ENSG00000196115
ADAM6	tMDCIV	C14orf96	ENSG00000271968
ADAM7	GP-83		ENSG00000069206
ADAM7	EAPI		ENSG00000069206
ADAM7-AS1			ENSG00000253535
ADAM7-AS2			ENSG00000253643
ADAM8	CD156		ENSG00000151651
ADAM8	MS2		ENSG00000151651
ADAM8	CD156A		ENSG00000151651
ADAM9	MDC9	CORD9	ENSG00000168615
ADAM9	KIAA0021	CORD9	ENSG00000168615
ADAM9	MCMP	CORD9	ENSG00000168615
ADAM9	Mltng	CORD9	ENSG00000168615
ADAM10	kuz		ENSG00000137845
ADAM10	MADM		ENSG00000137845
ADAM10	HsT18717		ENSG00000137845
ADAM10	CD156C		ENSG00000137845
ADAM11		MDC	ENSG00000073670
ADAM12	MCMPMltna		ENSG00000148848
ADAM12	MLTN		ENSG00000148848
ADAM12-OT1	CAR10
ADAM12-OT1	FLJ31066
ADAM15	MDC15		ENSG00000143537
ADAM17	cSVP	TACE	ENSG00000151694
ADAM17	CD156B	TACE	ENSG00000151694
ADAM18	tMDCIII		ENSG00000168619
ADAM18	ADAM27		ENSG00000168619
ADAM19	MLTNB		ENSG00000135074
ADAM20			ENSG00000134007
ADAM20P1		C14orf55	ENSG00000259158
ADAM20P2			ENSG00000248574
ADAM20P3			ENSG00000249162
ADAM21	ADAM31		ENSG00000139985
ADAM21P1		ADAM21P	ENSG00000235812
ADAM22	MDC2		ENSG00000008277
ADAM23	MDC3		ENSG00000114948
ADAM24P			ENSG00000214607
ADAM28	eMDCII		ENSG00000042980
ADAM28	MDC-Lm		ENSG00000042980
ADAM28	MDC-Ls		ENSG00000042980
ADAM28	ADAM23		ENSG00000042980
ADAM29	svph1		ENSG00000168594
ADAM29	CT73		ENSG00000168594
ADAM30	svph4		ENSG00000134249
ADAM32			ENSG00000197140
ADAM33	DKFZp434K0521	C20orf153	ENSG00000149451
ADAM33	dJ964F7.1	C20orf153	ENSG00000149451
ADAMDEC1	M12.219		ENSG00000134028
ADAMTS1	C3-C5		ENSG00000154734
ADAMTS1	METH1		ENSG00000154734
ADAMTS1	KIAA1346		ENSG00000154734
ADAMTS2	ADAMTS-3		ENSG00000087116
ADAMTS2	hPCPNI		ENSG00000087116
ADAMTS2	PCINP		ENSG00000087116
ADAMTS2	ADAM-TS2		ENSG00000087116
ADAMTS2	NPI		ENSG00000087116
ADAMTS3	KIAA0366		ENSG00000156140
ADAMTS3	ADAMTS-4		ENSG00000156140
ADAMTS4	KIAA0688		ENSG00000158859
ADAMTS4	ADAMTS-2		ENSG00000158859
ADAMTS4	ADMP-1		ENSG00000158859
ADAMTS5	ADMP-2		ENSG00000154736
ADAMTS5	ADAMTS11		ENSG00000154736
ADAMTS6	ADAM-TS6		ENSG00000049192
ADAMTS7	ADAM-TS7		ENSG00000136378
ADAMTS7	DKFZp434H204		ENSG00000136378
ADAMTS7P1		ADAMTS7P2	ENSG00000274376
ADAMTS7P3			ENSG00000261143
ADAMTS7P4			ENSG00000218052
ADAMTS7P5			ENSG00000274717
ADAMTS8	METH2		ENSG00000134917
ADAMTS8	FLJ41712		ENSG00000134917
ADAMTS8	ADAM-TS8		ENSG00000134917
ADAMTS9	KIAA1312		ENSG00000163638
ADAMTS9-AS1			ENSG00000241158
ADAMTS9-AS2			ENSG00000241684
ADAMTS10	ADAM-TS10		ENSG00000142303
ADAMTS12			ENSG00000151388
ADAMTS13	VWFCP	C9orf8	ENSG00000160323
ADAMTS13	TTP	C9orf8	ENSG00000160323
ADAMTS13	vWF-CP	C9orf8	ENSG00000160323
ADAMTS13	FLJ42993	C9orf8	ENSG00000160323
ADAMTS13	MGC118899	C9orf8	ENSG00000160323
ADAMTS13	MGC118900	C9orf8	ENSG00000160323
ADAMTS13	DKFZp434C2322	C9orf8	ENSG00000160323
ADAMTS14			ENSG00000138316
ADAMTS15			ENSG00000166106
ADAMTS16	ADAMTS16s		ENSG00000145536
ADAMTS16-AS1	AC022424.2		ENSG00000250866
ADAMTS16-DT			ENSG00000250579
ADAMTS17	FLJ32769		ENSG00000140470
ADAMTS17	FLJ16363		ENSG00000140470
ADAMTS18		ADAMTS21	ENSG00000140873
ADAMTS19			ENSG00000145808
ADAMTS19-AS1	RP11-346A9.1		ENSG00000249421
ADAMTS20	GON-1		ENSG00000173157
ADAMTSL1	ADAMTSR1	C9orf94	ENSG00000178031
ADAMTSL1	FLJ35283	C9orf94	ENSG00000178031
ADAMTSL2	KIAA0605		ENSG00000197859
ADAMTSL3	KIAA1233		ENSG00000156218
ADAMTSL3	punctin-2		ENSG00000156218
ADAMTSL4	DKFZP434K1772	TSRC1	ENSG00000143382
ADAMTSL4-AS1	FLJ45786	C1orf138	ENSG00000203804
ADAMTSL4-AS2			ENSG00000237781
ADAMTSL5		THSD6	ENSG00000185761
ADAP1	GCS1L	CENTA1	ENSG00000105963
ADAP2		CENTA2	ENSG00000184060
ADAR	ADAR1	IFI4	ENSG00000160710
ADAR	ADAR1	G1P1	ENSG00000160710
ADAR	DRADA	IFI4	ENSG00000160710
ADAR	DRADA	G1P1	ENSG00000160710
ADARB1	ADAR2		ENSG00000197381
ADARB1	DRADA2		ENSG00000197381
ADARB1	ADAR2g		ENSG00000197381
ADARB1	DRABA2		ENSG00000197381
ADARB1	RED1		ENSG00000197381
ADARB1	hRED1		ENSG00000197381
ADARB1	ADAR2a-L1		ENSG00000197381
ADARB1	ADAR2a-L2		ENSG00000197381
ADARB1	ADAR2a-L3		ENSG00000197381
ADARB1	ADAR2a		ENSG00000197381
ADARB1	ADAR2b		ENSG00000197381
ADARB1	ADAR2c		ENSG00000197381
ADARB1	ADAR2d		ENSG00000197381
ADARB2	RED2		ENSG00000185736
ADARB2	hRED2		ENSG00000185736
ADARB2	ADAR3		ENSG00000185736
ADARB2-AS1	bA466B20.1	C10orf109	ENSG00000205696
ADARB2-AS1	bA466B20.1	NCRNA00168	ENSG00000205696
ADAT1			ENSG00000065457
ADAT2	dJ20N2.1	DEADC1	ENSG00000189007
ADAT2	TAD2	DEADC1	ENSG00000189007
ADAT3	TAD3		ENSG00000213638
ADCK1	FLJ39600		ENSG00000063761
ADCK2	MGC20727		ENSG00000133597
ADCK5	FLJ35454		ENSG00000173137
ADCP1
ADCY1	AC1	DFNB44	ENSG00000164742
ADCY2	HBAC2		ENSG00000078295
ADCY2	KIAA1060		ENSG00000078295
ADCY2	AC2		ENSG00000078295
ADCY3	AC3		ENSG00000138031
ADCY4	AC4		ENSG00000129467
ADCY5	AC5		ENSG00000173175
ADCY6	AC6		ENSG00000174233
ADCY6-DT			ENSG00000257660
ADCY7	KIAA0037		ENSG00000121281
ADCY7	AC7		ENSG00000121281
ADCY8	HBAC1	ADCY3	ENSG00000155897
ADCY8	AC8	ADCY3	ENSG00000155897
ADCY9	AC9		ENSG00000162104
ADCY10	SAC		ENSG00000143199
ADCY10	Sacy		ENSG00000143199
ADCY10	SACI		ENSG00000143199
ADCY10	HCA2		ENSG00000143199
ADCY10	RP1-313L4.2		ENSG00000143199
ADCY10P1			ENSG00000161912
ADCYAP1	PACAP		ENSG00000141433
ADCYAP1R1	PAC1		ENSG00000078549
ADCYAP1R1	PACAPR		ENSG00000078549
ADCYAP1R1	PAC1R		ENSG00000078549
ADD1			ENSG00000087274
ADD2	ADDB		ENSG00000075340
ADD3		ADDL	ENSG00000148700
ADD3-AS1			ENSG00000203876
ADFN
ADGB	FLJ23121	C6orf103	ENSG00000118492
ADGB	dJ408K24.1	C6orf103	ENSG00000118492
ADGB	CAPN16	C6orf103	ENSG00000118492
ADGB-DT			ENSG00000237468
ADGRA1	KIAA1828	GPR123	ENSG00000197177
ADGRA1-AS1		GPR123-AS1	ENSG00000256925
ADGRA2	TEM5	GPR124	ENSG00000020181
ADGRA2	DKFZp434C211	GPR124	ENSG00000020181
ADGRA2	DKFZp434J0911	GPR124	ENSG00000020181
ADGRA2	KIAA1531	GPR124	ENSG00000020181
ADGRA2	FLJ14390	GPR124	ENSG00000020181
ADGRA3	FLJ38547	GPR125	ENSG00000152990
ADGRA3	PGR21	GPR125	ENSG00000152990
ADGRA3P1			ENSG00000256616
ADGRB1		BAI1	ENSG00000181790
ADGRB2		BAI2	ENSG00000121753
ADGRB3	KIAA0550	BAI3	ENSG00000135298
ADGRB3-DT	AL391807.1		ENSG00000230910
ADGRB3-DT	RP3-525N10.2		ENSG00000230910
ADGRD1	DKFZp434B1272	GPR133	ENSG00000111452
ADGRD1	PGR25	GPR133	ENSG00000111452
ADGRD1-AS1	LACAT8		ENSG00000256151
ADGRD1-AS2			ENSG00000256810
ADGRD2	PGR24	GPR144	ENSG00000180264
ADGRE1		TM7LN3	ENSG00000174837
ADGRE1		EMR1	ENSG00000174837
ADGRE2	CD312	EMR2	ENSG00000127507
ADGRE3		EMR3	ENSG00000131355
ADGRE4P	PGR16	GPR127	ENSG00000268758
ADGRE4P	PGR16	EMR4	ENSG00000268758
ADGRE4P	PGR16	EMR4P	ENSG00000268758
ADGRE5	TM7LN1	CD97	ENSG00000123146
ADGRF1	hGPCR36	GPR110	ENSG00000153292
ADGRF1	PGR19	GPR110	ENSG00000153292
ADGRF2P	hGPCR35	GPR111	ENSG00000164393
ADGRF2P	hGPCR35	ADGRF2	ENSG00000164393
ADGRF2P	PGR20	GPR111	ENSG00000164393
ADGRF2P	PGR20	ADGRF2	ENSG00000164393
ADGRF3	hGPCR37	GPR113	ENSG00000173567
ADGRF3	PGR23	GPR113	ENSG00000173567
ADGRF4	FLJ38076	GPR115	ENSG00000153294
ADGRF4	PGR18	GPR115	ENSG00000153294
ADGRF5	DKFZp564O1923	GPR116	ENSG00000069122
ADGRF5	KIAA0758	GPR116	ENSG00000069122
ADGRF5-AS1			ENSG00000225730
ADGRF5P1		GPR116P1	ENSG00000227582
ADGRF5P2		GPR116P2	ENSG00000204818
ADGRG1	TM7LN4	GPR56	ENSG00000205336
ADGRG1	TM7XN1	GPR56	ENSG00000205336
ADGRG2	HE6	GPR64	ENSG00000173698
ADGRG2	TM7LN2	GPR64	ENSG00000173698
ADGRG2	EDDM6	GPR64	ENSG00000173698
ADGRG3	Pb99	GPR97	ENSG00000182885
ADGRG3	PGR26	GPR97	ENSG00000182885
ADGRG4	RP1-299I16	GPR112	ENSG00000156920
ADGRG4	PGR17	GPR112	ENSG00000156920
ADGRG5	PGR27	GPR114	ENSG00000159618
ADGRG6	FLJ14937	GPR126	ENSG00000112414
ADGRG7	FLJ14454	GPR128	ENSG00000144820
ADGRL1	KIAA0821	LPHN1	ENSG00000072071
ADGRL1	CIRL1	LPHN1	ENSG00000072071
ADGRL1	LEC2	LPHN1	ENSG00000072071
ADGRL1-AS1			ENSG00000267169
ADGRL2	KIAA0786	LPHH1	ENSG00000117114
ADGRL2	KIAA0786	LPHN2	ENSG00000117114
ADGRL2	LEC1	LPHH1	ENSG00000117114
ADGRL2	LEC1	LPHN2	ENSG00000117114
ADGRL2	CIRL2	LPHH1	ENSG00000117114
ADGRL2	CIRL2	LPHN2	ENSG00000117114
ADGRL3	KIAA0768	LPHN3	ENSG00000150471
ADGRL3	LEC3	LPHN3	ENSG00000150471
ADGRL3-AS1		LPHN3-AS1	ENSG00000248692
ADGRL4	ETL	ELTD1	ENSG00000162618
ADGRV1	DKFZp761P0710	USH2C	ENSG00000164199
ADGRV1	DKFZp761P0710	MASS1	ENSG00000164199
ADGRV1	DKFZp761P0710	GPR98	ENSG00000164199
ADGRV1	KIAA0686	USH2C	ENSG00000164199
ADGRV1	KIAA0686	MASS1	ENSG00000164199
ADGRV1	KIAA0686	GPR98	ENSG00000164199
ADGRV1	FEB4	USH2C	ENSG00000164199
ADGRV1	FEB4	MASS1	ENSG00000164199
ADGRV1	FEB4	GPR98	ENSG00000164199
ADGRV1	VLGR1	USH2C	ENSG00000164199
ADGRV1	VLGR1	MASS1	ENSG00000164199
ADGRV1	VLGR1	GPR98	ENSG00000164199
ADH1A		ADH1	ENSG00000187758
ADH1B		ADH2	ENSG00000196616
ADH1C		ADH3	ENSG00000248144
ADH4	ADH-2		ENSG00000198099
ADH5	ADH-3	FDH	ENSG00000197894
ADH5	ADHX	FDH	ENSG00000197894
ADH5	GSNOR	FDH	ENSG00000197894
ADH5P1	ADH-3P1
ADH5P2			ENSG00000232676
ADH5P3			ENSG00000223694
ADH5P4	bA707M13.2	ADH5B	ENSG00000233859
ADH5P5			ENSG00000234865
ADH6	ADH-5		ENSG00000172955
ADH7	ADH-4		ENSG00000196344
ADHFE1	FLJ32430		ENSG00000147576
ADI1	SIPL		ENSG00000182551
ADI1	MTCBP-1		ENSG00000182551
ADI1	ARD		ENSG00000182551
ADI1	APL1		ENSG00000182551
ADI1	FLJ10913		ENSG00000182551
ADI1	HMFT1638		ENSG00000182551
ADI1	mtnD		ENSG00000182551
ADI1P1			ENSG00000235102
ADI1P2			ENSG00000250684
ADI1P3			ENSG00000258369
ADIG	MGC39724		ENSG00000182035
ADIG	SMAF1		ENSG00000182035
ADIG	RP5-1100H13.2		ENSG00000182035
ADIPINT			ENSG00000292223
ADIPOQ	ACRP30	ACDC	ENSG00000181092
ADIPOQ	apM1	ACDC	ENSG00000181092
ADIPOQ	GBP28	ACDC	ENSG00000181092
ADIPOQ	adiponectin	ACDC	ENSG00000181092
ADIPOQ-AS1			ENSG00000226482
ADIPOR1	PAQR1		ENSG00000159346
ADIPOR1	ACDCR1		ENSG00000159346
ADIPOR1P1			ENSG00000232497
ADIPOR1P2			ENSG00000258805
ADIPOR2	PAQR2		ENSG00000006831
ADIPOR2	ACDCR2		ENSG00000006831
ADIRF	APM2	C10orf116	ENSG00000148671
ADIRF	AFRO	C10orf116	ENSG00000148671
ADIRF-AS1			ENSG00000272734
ADISSP	FLJ20550	C20orf27	ENSG00000101220
ADK	AK		ENSG00000156110
ADM	AM		ENSG00000148926
ADM-DT			ENSG00000254554
ADM2	AM2		ENSG00000128165
ADM2	FLJ21135		ENSG00000128165
ADM5	AM5	C19orf76	ENSG00000224420
ADNP	KIAA0784		ENSG00000101126
ADNP	ADNP1		ENSG00000101126
ADNP-AS1			ENSG00000259456
ADNP2	KIAA0863	ZNF508	ENSG00000101544
ADO	FLJ14547	C10orf22	ENSG00000181915
ADORA1	RDC7		ENSG00000163485
ADORA1-AS1			ENSG00000224671
ADORA1-AS2			ENSG00000234775
ADORA2A	RDC8	ADORA2	ENSG00000128271
ADORA2A-AS1	FLJ34651	C22orf45	ENSG00000178803
ADORA2A-AS1	hLinfRNA1	C22orf45	ENSG00000178803
ADORA2B			ENSG00000170425
ADORA2BP1		ADORA2BP	ENSG00000236136
ADORA2L1		ADORA2L
ADORA2L2
ADORA3	AD026		ENSG00000282608
ADORA3	A3AR		ENSG00000282608
ADPGK	DKFZp434B195		ENSG00000159322
ADPGK	ADP-GK		ENSG00000159322
ADPGK-AS1			ENSG00000260898
ADPRH	ARH1		ENSG00000144843
ADPRHL1	ARH2		ENSG00000153531
ADPRM	MDS006	C17orf48	ENSG00000170222
ADPRS	ARH3	ADPRHL2	ENSG00000116863
ADPRS	FLJ20446	ADPRHL2	ENSG00000116863
ADRA1A	ADRA1L1	ADRA1C	ENSG00000120907
ADRA1B			ENSG00000170214
ADRA1D	ADRA1R		ENSG00000171873
ADRA1D	ADRA1A		ENSG00000171873
ADRA1D	ADRA1		ENSG00000171873
ADRA2A	ADRAR	ADRA2	ENSG00000150594
ADRA2A	ADRAR	ADRA2R	ENSG00000150594
ADRA2B	ADRARL1	ADRA2L1	ENSG00000274286
ADRA2B	ADRARL1	ADRA2RL1	ENSG00000274286
ADRA2C	ADRARL2	ADRA2L2	ENSG00000184160
ADRA2C	ADRARL2	ADRA2RL2	ENSG00000184160
ADRB1		ADRB1R	ENSG00000043591
ADRB2	ADRBR	ADRB2R	ENSG00000169252
ADRB2	BAR	ADRB2R	ENSG00000169252
ADRB2	B2AR	ADRB2R	ENSG00000169252
ADRB2	ARB2	ADRB2R	ENSG00000169252
ADRB3			ENSG00000188778
ADRM1	GP110		ENSG00000130706
ADRM1	Rpn13		ENSG00000130706
ADRM1	ARM1		ENSG00000130706
ADRM1	PSMD16		ENSG00000130706
ADSL			ENSG00000239900
ADSS1	FLJ38602	ADSSL1	ENSG00000185100
ADSS2		ADSS	ENSG00000035687
ADT
ADTRP	dJ413H6.1	C6orf105	ENSG00000111863
ADTRP	AIG1L	C6orf105	ENSG00000111863
AEBP1	ACLP		ENSG00000106624
AEBP2	MGC17922		ENSG00000139154
AEN	FLJ12484	ISG20L1	ENSG00000181026
AEN	FLJ12562	ISG20L1	ENSG00000181026
AF8T
AFA
AFAP1	AFAP-110		ENSG00000196526
AFAP1	AFAP		ENSG00000196526
AFAP1-AS1	MGC10981	AFAP1AS	ENSG00000272620
AFAP1-AS1	MGC10981	AFAP1-AS	ENSG00000272620
AFAP1L1	FLJ36748		ENSG00000157510
AFAP1L2	FLJ14564	KIAA1914	ENSG00000169129
AFAP1L2	Em:AC005383.4	KIAA1914	ENSG00000169129
AFAP1L2	XB130	KIAA1914	ENSG00000169129
AFD1
AFDN	AF-6	MLLT4	ENSG00000130396
AFDN	AF6	MLLT4	ENSG00000130396
AFDN-DT	HGC6.4	AFDN-AS1	ENSG00000198221
AFDN-DT	HGC6.4	C6orf124	ENSG00000198221
AFDN-DT	HGC6.4	LINC01558	ENSG00000198221
AFDN-DT	HGC6.4	MLLT4-AS1	ENSG00000198221
AFDN-DT	dJ431P23.3	AFDN-AS1	ENSG00000198221
AFDN-DT	dJ431P23.3	C6orf124	ENSG00000198221
AFDN-DT	dJ431P23.3	LINC01558	ENSG00000198221
AFDN-DT	dJ431P23.3	MLLT4-AS1	ENSG00000198221
AFDN-DT	XBP1SBM	AFDN-AS1	ENSG00000198221
AFDN-DT	XBP1SBM	C6orf124	ENSG00000198221
AFDN-DT	XBP1SBM	LINC01558	ENSG00000198221
AFDN-DT	XBP1SBM	MLLT4-AS1	ENSG00000198221
AFF1	AF-4	PBM1	ENSG00000172493
AFF1	AF-4	MLLT2	ENSG00000172493
AFF1	AF4	PBM1	ENSG00000172493
AFF1	AF4	MLLT2	ENSG00000172493
AFF1	FEL	PBM1	ENSG00000172493
AFF1	FEL	MLLT2	ENSG00000172493
AFF1-AS1
AFF2	FRAXE	FMR2	ENSG00000155966
AFF2-IT1			ENSG00000223516
AFF3	MLLT2-like	LAF4	ENSG00000144218
AFF4	AF5Q31		ENSG00000072364
AFF4	MCEF		ENSG00000072364
AFF4-DT			ENSG00000272023
AFF4P1			ENSG00000249820
AFG1L	AFG1	LACE1	ENSG00000135537
AFG2A	SPAF	SPATA5	ENSG00000145375
AFG2A	AFG2	SPATA5	ENSG00000145375
AFG2B	MGC5347	SPATA5L1	ENSG00000171763
AFG2B	FLJ12286	SPATA5L1	ENSG00000171763
AFG3L1P		AFG3	ENSG00000223959
AFG3L1P		AFG3L1	ENSG00000223959
AFG3L2	SPAX5	SCA28	ENSG00000141385
AFG3L2P1		AFG3L2P	ENSG00000253606
AFM	ALB2		ENSG00000079557
AFM	ALBA		ENSG00000079557
AFMID	DKFZp686F03259		ENSG00000183077
AFMID	KF		ENSG00000183077
AFP	FETA	HPAFP	ENSG00000081051
AFTPH	MGC33965		ENSG00000119844
AFTPH	FLJ20080		ENSG00000119844
